id,0
0,69.0957470019
1,69.2190539895
2,68.809157554
3,68.4319210474
4,68.1744934417
5,69.1398014638
6,69.0917007624
7,68.5804990452
8,69.4533260182
9,69.4072867627
10,69.725125403
11,69.1365019659
12,68.194316996
13,68.8568452282
14,69.0738093718
15,69.7694730309
16,69.2896946059
17,69.5055338303
18,69.1862073273
19,68.9276753296
20,69.2263504239
21,69.4850853479
22,69.6351062026
23,69.3154343433
24,69.5886538549
25,70.1029609143
26,68.0688510999
27,68.8660038739
28,69.5709309531
29,70.466472555
30,70.0650664554
31,70.4763205451
32,71.113111634
33,71.1002971273
34,70.660130228
35,70.9651962492
36,70.9421865038
37,70.6050757345
38,71.1425149643
39,71.0759313233
40,71.8867035199
41,72.0051131789
42,72.0285001365
43,71.8982459475
44,73.003367357
45,72.5915362118
46,72.5405857562
47,72.716522137
48,73.7471477337
49,74.6657195253
50,74.5221842954
51,73.9650458138
52,74.4518745379
53,74.695775386
54,74.6693115729
55,73.6414927959
56,72.3305365024
57,72.2275647129
58,73.1647289063
59,72.7118173578
60,72.4251574965
61,73.1377769088
62,72.2894972759
63,73.5683122148
64,73.6912125291
65,73.4082140625
66,73.8614066909
67,73.5878891077
68,72.5946841872
69,71.7795856444
70,73.3721306251
71,73.914030966
72,73.5082014951
73,72.4170361955
74,72.9346712222
75,72.6367679031
76,72.3418641575
77,73.1654440357
78,73.0478225724
79,73.2494307151
80,75.098582845
81,64.8040828041
82,76.307040208
83,76.8024406291
84,76.2515011903
85,77.5656998614
86,76.7326173171
87,77.2664190348
88,77.6412219168
89,78.4167499473
90,77.6076707431
91,77.5711284099
92,77.5769111615
93,78.5306012865
94,78.7623762817
95,78.9362011416
96,79.3839345598
97,79.1754563333
98,79.5040198903
99,79.0077785242
100,79.4831288217
101,79.3486702801
102,79.9926912331
103,80.4799267765
104,79.9449694488
105,80.2051789847
106,80.5021488984
107,80.5492840006
108,80.5676721494
109,80.0031733691
110,80.0765481462
111,80.3831051271
112,80.3645838887
113,80.2815841612
114,81.1137947561
115,80.8730136291
116,81.2502723658
117,81.4513999227
118,79.6008302589
119,68.9414608993
120,76.5216859619
121,82.2541598732
122,82.3859686264
123,82.1772828155
124,82.8286518354
125,81.9241575148
126,81.9835615745
127,81.9068299804
128,81.9695539655
129,81.8825113925
130,81.5262055503
131,80.6828230189
132,81.3848988088
133,62.7561961802
134,61.3135908123
135,60.7652466205
136,59.4973369935
137,58.8519660706
138,58.0233430808
139,55.7143339578
140,55.3650807547
141,58.0996340641
142,60.2823733351
143,65.9329592976
144,66.5596877394
145,66.5213242752
146,62.9390873789
147,55.0765903248
148,52.2085158524
149,51.8347092853
150,52.1874121349
151,51.3160548294
152,51.0645271398
153,51.4434239169
154,51.6822665241
155,51.5676979438
156,51.571344976
157,52.2075483301
158,51.9188511069
159,51.9466915918
160,52.4234905216
161,52.0546611476
162,52.0109604653
163,52.0623002155
164,51.8436975388
165,51.7536190084
166,51.9320047103
167,51.9616883419
168,51.2699201082
169,51.487798092
170,51.2109895887
171,51.1620881583
172,52.0523872217
173,52.4007625002
174,52.5160842797
175,51.6677225231
176,52.7762765647
177,52.9549373804
178,52.3334359209
179,52.6889735809
180,53.1416410568
181,53.3308034335
182,53.5947528023
183,53.4953855909
184,53.6909620567
185,53.66537488
186,53.6087000472
187,53.7616241377
188,54.0411660947
189,53.7072944847
190,53.3421420867
191,53.7298116411
192,53.5233858623
193,53.3889423877
194,53.5505169967
195,53.583529937
196,53.6038051908
197,53.0496805821
198,53.9390197459
199,53.1599389508
200,53.8246018054
201,53.9942475892
202,53.8821631511
203,54.3959841597
204,54.8321569235
205,55.0504094247
206,54.2011737799
207,53.49135665
208,55.1873617189
209,55.2482139994
210,55.5093098072
211,55.9678523882
212,55.891553485
213,56.1192332912
214,55.9036695547
215,56.4965890496
216,55.0907303428
217,55.7749903393
218,55.0248508896
219,55.4956346445
220,55.3376127847
221,55.5808613456
222,55.5332823818
223,56.0610775916
224,56.1143945888
225,56.240187232
226,55.6998262076
227,54.7758161707
228,41.5866391126
229,53.2798564787
230,53.7936332995
231,54.5778439622
232,55.0595704442
233,54.331755048
234,54.0458734971
235,54.0345900461
236,55.3995434667
237,56.561278336
238,55.3985987834
239,55.378219145
240,54.4044474258
241,54.7234068533
242,55.4432971946
243,55.2730921244
244,55.3420231289
245,55.3862672198
246,54.3182010936
247,55.813214417
248,55.1558487286
249,55.8984991839
250,55.769339349
251,55.1965452649
252,54.3356334268
