Date,USD/EUR,USD/JPY
8/10/2015,0.9116,124.18
8/11/2015,0.9112,124.49
8/12/2015,0.9072,124.83
8/13/2015,0.8996,124.58
8/14/2015,0.898,124.4
8/15/2015,0.8974,124.32
8/16/2015,0.8998,124.28
8/17/2015,0.8998,124.28
8/18/2015,0.9015,124.39
8/19/2015,0.9043,124.38
8/20/2015,0.9045,124.23
8/21/2015,0.8961,123.81
8/22/2015,0.8857,122.78
8/23/2015,0.8779,121.96
8/24/2015,0.8779,121.96
8/25/2015,0.8699,120.2
8/26/2015,0.8684,119.48
8/27/2015,0.8733,119.37
8/28/2015,0.8853,120.38
8/29/2015,0.8895,121.06
8/30/2015,0.8938,121.66
8/31/2015,0.8938,121.66
9/1/2015,0.8913,121.22
9/2/2015,0.8876,120.31
9/3/2015,0.8877,120.03
9/4/2015,0.8937,120.28
9/5/2015,0.8982,119.34
9/6/2015,0.8963,118.99
9/7/2015,0.8963,118.99
9/8/2015,0.8963,119.29
9/9/2015,0.8944,119.64
9/10/2015,0.8947,120.53
9/11/2015,0.8908,120.64
9/12/2015,0.8853,120.66
9/13/2015,0.8817,120.56
9/14/2015,0.8817,120.56
9/15/2015,0.8826,120.29
9/16/2015,0.8848,120.08
9/17/2015,0.8868,120.42
9/18/2015,0.8833,120.67
9/19/2015,0.8773,119.73
9/20/2015,0.8845,119.93
9/21/2015,0.8845,119.93
9/22/2015,0.8876,120.19
9/23/2015,0.8954,120.18
9/24/2015,0.8972,120.11
9/25/2015,0.8917,119.89
9/26/2015,0.895,120.55
9/27/2015,0.8925,120.55
9/28/2015,0.8925,120.55
9/29/2015,0.893,120.16
9/30/2015,0.8893,119.75
10/1/2015,0.8915,119.95
10/2/2015,0.8953,119.93
10/3/2015,0.8925,119.85
10/4/2015,0.8916,119.88
10/5/2015,0.8916,119.88
10/6/2015,0.8911,120.16
10/7/2015,0.8914,120.35
10/8/2015,0.8885,120.05
10/9/2015,0.8875,119.88
10/10/2015,0.8831,120.12
10/11/2015,0.8803,120.15
10/12/2015,0.8803,120.15
