id,Actual,SVM,ANN
144,144.17,78.7099513753,63.5207104389
145,143.69,81.8427297115,63.5296839793
146,143.54,84.5255090343,66.865535315
147,144.95,85.294367771,63.5010894594
148,143.82,86.8082944585,70.8945534741
149,142.42,85.3067186942,68.3661800216
150,145.86,81.9032321962,63.5226338835
151,144.05,89.3559859938,71.5874760736
152,142.43,85.5839853527,68.7400459444
153,144.81,78.0622982235,63.510767827
154,145.09,83.3035278448,71.7615804062
155,144.44,86.2670947872,71.8902136624
156,144.6,85.0584792294,68.2331144833
157,142.72,84.5339940699,71.8805789134
158,137.02,82.4609909112,63.5948944771
159,131.71,75.4175041963,56.5840212676
160,127.19,82.9699077326,56.5530313528
161,125.49,82.7797006783,56.553031611
162,129.34,83.6015711543,56.5530328115
163,131.87,83.208508173,56.5530328041
164,133.24,84.6131646303,56.5530326639
165,130.68,86.6998276745,56.5530328767
166,127.44,81.6685428139,56.5550053965
167,130.63,84.1509654865,56.5529755219
168,131.02,85.0396714681,56.5529961356
169,129.76,87.0001503231,56.553016713
170,133.82,85.2220202895,56.5529994032
171,132.65,86.8462915559,56.5530186218
172,133.55,85.6109456371,56.553030433
173,134.67,85.2936930731,56.5530312163
174,134.43,84.734956441,56.5530316106
175,136.3,83.948575085,56.5530319119
176,137.2,82.9913672834,56.5530323471
177,137.45,83.2035146101,56.5530312505
178,136.09,81.2069011756,56.6445740904
179,136.02,81.5027465458,56.5529871053
180,133.99,81.9930568573,56.5529939607
181,131.67,82.8353966931,56.5530276802
182,129.75,83.5529182254,56.5530109354
183,131.01,84.2234993834,56.5529542188
184,128.13,84.4988753629,56.5530104579
185,128.75,83.1978709972,56.5530157755
186,130.95,83.3706294441,56.5529588856
187,130.61,84.2608689595,56.5529795097
188,132.56,84.219451438,56.5529421562
189,134.02,81.3500804451,56.554979733
190,134.63,82.6096935487,56.5549899562
191,137.02,82.5473818448,56.5550021365
192,139.04,81.5640697317,56.5558231797
193,139.7,81.0565099527,64.9541388179
194,140.68,81.1759661692,68.1627796388
195,140.29,82.488054449,68.0270208268
196,134.22,79.2157244286,71.7586293811
197,137.39,74.8336601998,64.9541475733
198,137.6,76.0432638866,64.9582260449
199,138.42,76.8283201067,71.0953950377
200,138.88,77.1581477174,71.7585911905
201,141.19,79.1251702912,71.9027621498
202,146.31,80.8817423534,71.9032309937
203,146.7,85.078903369,71.8944418062
204,146.7,87.5527138712,71.8459814772
205,148.46,88.1504195876,71.7331744146
206,147.88,88.2460234114,71.8083817627
207,147.18,91.7242969625,70.4578362357
208,148.07,91.5395982313,71.3197635498
209,148.4,94.1719217497,71.604149432
210,148.09,96.2162316444,71.7833955699
211,148.19,96.3784329695,71.7692847952
212,147.97,96.3775542903,71.8096352208
213,147.94,96.3077608975,71.8031934802
214,145.98,95.5037525721,71.83156053
215,145.15,94.0619522926,71.8559215278
216,144.99,96.1270798529,71.8445014609
217,142.54,82.6798464829,71.8386843632
218,142.59,93.7731011027,63.4939349962
219,144.42,93.0213674882,63.4968149323
220,146.08,92.5592408537,71.8981866169
221,148.28,93.8862413693,71.8885850499
222,149.24,95.968066118,71.8429575944
223,149.4,97.086114722,71.8108675603
224,148.34,95.360240397,71.8075550132
225,148.65,97.653009423,71.8053811451
226,147.43,96.4640382747,71.8052417237
227,146.95,96.05177999,71.8012638078
228,145.45,95.820149815,71.8020482499
229,147.74,95.3604109124,71.8091576336
230,146.96,94.5857981212,71.7966194733
231,145.56,92.1716993847,71.8343436826
232,148.5,89.994189853,71.9021907642
233,148.45,92.1344235403,71.8667090001
234,144.99,92.8298096803,71.8418478843
235,144.24,91.8171851559,69.791214516
236,146.41,91.7042861318,68.9035373081
237,144.62,93.3261331693,68.9746488878
238,143.0,91.1349501474,69.0621860545
239,146.53,90.0351236553,63.4939482601
240,148.11,91.8459788018,69.6022490558
241,145.56,90.8596596012,71.6861061723
242,139.58,88.4310523095,69.8986236481
243,140.9,86.0561758697,65.632414591
244,142.38,85.156583498,71.56023951
245,144.06,84.7535161262,71.4853062288
246,143.53,85.1329418178,70.0268810146
247,144.54,85.340267151,69.677662415
248,147.35,81.8214166309,71.8990277114
249,146.41,83.9081272585,71.8950826805
250,144.59,84.3756892254,71.8546332541
