id,Actual,SVM,ANN
165,32.22,22.9152214259,18.510512077
166,31.36,23.4022919408,17.2833546704
167,31.97,23.5964187583,17.5636143179
168,31.89,23.2758831076,17.8168647997
169,31.37,23.8457021801,17.5610682672
170,32.53,23.7609124819,17.237918588
171,31.96,24.3906592745,17.7700925503
172,32.62,23.4490394941,17.4051655823
173,32.97,23.6678536784,17.6545342897
174,32.71,23.2959592079,17.9249509656
175,33.17,23.1337104154,17.9469022845
176,33.18,23.4012082244,18.9225509473
177,33.48,23.3336219312,18.8706200488
178,32.85,24.1321028719,20.9285813205
179,32.42,24.0502096358,19.3058609609
180,32.26,23.8989378837,18.297913198
181,32.62,22.7615930061,17.5918360399
182,32.7,23.6487904118,18.0514843142
183,31.89,23.8758000561,18.2665610958
184,30.82,23.5382953196,17.5602931141
185,31.02,22.3608929288,17.1962658757
186,31.41,22.4038620076,17.1767535012
187,31.84,21.6204114454,17.1931804213
188,33.08,21.7850018574,17.2693787667
189,33.48,20.3863625137,17.1045002416
190,32.79,22.3672508045,18.7012540863
191,33.29,21.6840942941,17.2554064574
192,33.09,21.4412986615,17.6491012691
193,33.24,20.8885510625,17.6445534057
194,33.22,21.6336630486,18.5719753948
195,32.98,23.7096055658,18.811623113
196,33.04,22.1959298593,17.8982937318
197,34.08,21.9381344021,18.1959401244
198,34.41,22.5759280521,20.192637211
199,34.5,23.0376759216,22.2241134988
200,34.0,22.931081154,22.7309395206
201,33.46,22.5477594348,22.6705878807
202,33.33,22.9482684033,19.8637845736
203,34.05,23.2948510538,18.6200524491
204,34.16,23.4361750391,21.5681227137
205,34.99,23.4553267806,23.347672423
206,35.45,22.6492912353,25.2891106266
207,34.77,23.0022767797,25.4971765202
208,33.82,22.1508051093,25.1760663198
209,35.06,22.2382660154,23.7622887709
210,34.97,23.8033766075,25.1562454723
211,34.14,24.3663379392,25.3998729145
212,34.15,24.7565525559,24.7953255725
213,33.93,25.7869895757,24.0874212548
214,33.65,26.1084347171,23.2256711595
215,33.79,24.8570140167,22.5013878056
216,33.74,24.2783658696,22.6066241652
217,33.39,23.7479244589,20.1817742309
218,33.27,24.810407011,21.5439565129
219,33.16,24.8966345133,20.7310614116
220,32.87,24.5213401218,20.6150467658
221,33.31,24.2429247738,19.9390865244
222,32.29,23.8809044552,20.1626211523
223,32.18,23.2706518429,18.3597783133
224,31.33,23.0574324689,18.0780256438
225,31.97,23.2175914761,17.4289873517
226,32.87,23.0582623747,17.6026905629
227,32.79,22.7249300458,18.0616694175
228,32.77,22.5202824163,18.0199298952
229,33.62,22.6689629841,17.9022024695
230,32.9,22.7813561726,18.6996884363
231,32.39,22.2963773789,18.05520482
232,32.8,22.3418145076,17.5511624424
233,32.66,22.2214275056,17.8242053168
234,32.53,22.6218933289,17.8747001448
235,32.29,23.0610872494,17.7735030358
236,32.36,23.1223112529,17.6171378152
237,32.06,22.936033298,17.6697393919
238,32.18,22.7899731971,17.4218246991
239,32.26,23.0140905552,17.508572438
240,32.58,23.2775263926,17.5369221601
241,32.33,22.9828644445,17.65417637
242,31.99,23.388074457,17.582346657
243,32.46,23.9705098478,17.4583830255
244,32.52,23.7135736021,17.688517279
245,32.56,23.2823602078,17.7608723931
246,32.62,23.3486962709,17.8665559426
247,32.42,23.0751551095,17.9116036989
248,32.83,21.8366124526,18.3744800124
249,32.75,23.2710548291,18.163306487
250,32.28,23.3874769062,18.1570421067
