+ACI-Date+ACI-,+ACI-Open+ACI-,+ACI-High+ACI-,+ACI-Low+ACI-,+ACI-Close+ACI-,+ACI-Volume+ACI-,+ACI-Adj Close+ACI-
05/02/13,444.050003,459.739975,442.220001,457.840012,143336900,61.704035
05/03/13,421.480007,435.189987,420.750004,431.139988,159608400,58.444258
05/04/13,424.499996,424.949993,419.679993,423.199993,95923800,57.367932
05/06/13,445.650013,450.720009,443.709995,445.110001,72647400,60.737375
05/07/13,420.389996,423.290009,415.349987,417.419994,68506200,56.958942
05/08/13,464.689995,470.669998,462.150017,469.449997,79713900,64.058683
05/09/13,500.250008,500.679977,493.639977,495.269974,59091900,68.028163
05/11/13,524.580017,528.890022,523.000008,525.449997,66303300,72.173562
05/12/13,572.650009,575.139999,566.410027,567.899994,111895000,78.459728
06/02/13,456.469994,466.500023,452.580025,457.350014,148426600,61.637997
06/03/13,434.509998,435.249989,424.430008,425.659996,115062500,57.701404
06/05/13,455.709976,462.200005,454.309998,460.709984,124160400,62.452693
06/06/13,445.470009,447.000004,434.049988,438.459995,104233500,59.82995
06/08/13,468.020004,471.889999,462.169991,465.250008,83714400,63.485575
06/09/13,498.43998,499.379974,489.950012,498.220001,89881400,68.433367
06/11/13,524.149994,524.860023,518.200005,520.920013,55843900,71.969084
06/12/13,565.789986,566.750008,559.569977,560.019974,86088100,77.371043
07/01/13,521.999985,529.300018,515.199989,523.900002,121039100,70.607075
07/02/13,463.250015,470.000023,454.11998,468.220009,176145200,63.470733
07/03/13,424.499996,432.009995,421.059998,430.580002,117118400,58.368348
07/05/13,464.970001,465.749992,453.699997,458.660004,120938300,62.174803
07/06/13,436.500004,443.239998,432.770012,441.810005,101133900,60.287075
07/08/13,463.799988,467.000008,461.769981,464.979988,74714500,63.448729
07/10/13,486.559975,492.649994,485.350014,487.750015,78073100,66.995254
07/11/13,519.580009,523.190025,512.380005,512.490021,65655100,70.804416
08/01/13,529.209976,531.889984,521.250008,525.31002,114676800,70.797106
08/02/13,474.000008,478.809998,468.250023,474.980003,158289600,64.387101
08/03/13,429.800011,435.429993,428.609997,431.720001,97870500,58.522883
08/04/13,424.849991,427.500011,422.48999,426.209995,75207300,57.775961
08/05/13,459.039986,465.37001,455.810005,463.839989,118149500,62.876988
08/07/13,420.109989,420.999996,410.650013,415.050007,74534600,56.635546
08/08/13,463.860016,464.100021,457.949974,461.010017,63944300,63.322363
08/10/13,489.940025,490.640015,480.540024,480.93998,72729300,66.059857
08/11/13,514.580002,521.130005,512.589996,520.560005,69829200,71.919346
09/01/13,522.500023,525.009987,515.990021,517.100006,101901100,69.690625
09/04/13,426.360012,428.500008,422.749996,426.98,76653500,57.880341
09/05/13,459.80999,463.000023,455.579987,456.769974,99621900,62.328434
09/07/13,413.599987,423.5,410.379993,422.349987,88146100,57.631663
09/08/13,458.639977,460.459991,453.650009,454.449974,66716300,62.421303
09/09/13,505.000023,507.919983,503.479988,506.169983,85171800,69.525342
09/10/13,484.639984,487.790016,478.279999,486.589989,75431300,66.835918
09/12/13,560.899994,569.579979,560.899994,566.43,80123400,78.256637
10/01/13,528.549988,528.719978,515.519997,523.509979,150286500,70.554511
10/04/13,428.099998,437.05999,426.009991,435.689999,93982000,59.061046
10/05/13,457.970001,459.710014,450.480003,452.969994,83713000,61.809908
10/06/13,444.729992,449.080025,436.800011,438.889992,112538300,59.888625
10/07/13,419.599991,424.800003,418.25,420.730003,70351400,57.410608
10/09/13,506.199997,507.450012,489.500015,494.639999,185798900,67.941633
10/10/13,491.319977,492.379974,487.039986,489.639992,69650700,67.254853
10/12/13,563.580002,567.88002,561.199974,565.54998,69567400,78.135055
11/01/13,521.000015,525.320007,519.019997,520.300026,87626700,70.121899
11/02/13,476.499985,484.940018,473.249977,479.930023,129372600,65.058113
11/03/13,429.749996,439.009995,425.140011,437.869995,118559000,59.356561
11/04/13,433.719994,437.989998,431.199989,434.329994,82091100,58.876687
11/06/13,435.740013,442.759987,433.320011,437.600002,71528100,59.7126
11/07/13,422.950001,428.249989,421.169987,427.289993,81573100,58.30575
11/09/13,467.009995,473.689987,464.809998,467.709984,224674100,64.242641
11/10/13,486.989998,493.839981,485.159996,492.809998,66934700,67.690272
11/11/13,519.990005,521.669991,514.410011,519.050011,56863100,71.710729
11/12/13,567,570.970024,559.68998,561.359978,89929700,77.556175
12/02/13,479.509987,482.380013,467.739998,467.900002,152263300,63.427354
12/03/13,435.60001,438.880005,427.57,428.429993,116477900,58.076898
12/04/13,434.14999,434.14999,429.090008,429.800011,59653300,58.262614
12/06/13,439.499992,441.249992,431.499996,432.189999,66306800,58.974379
12/07/13,427.650002,429.789997,423.410011,426.510002,69890800,58.199317
12/08/13,456.860016,468.649979,456.629997,467.360016,91108500,64.194571
12/09/13,468.500015,475.399986,466.010025,472.690018,101012800,64.926677
12/11/13,517.670006,523.919975,516.999977,520.009979,51069200,71.843356
12/12/13,562.140022,565.339989,560.030014,560.539986,65572500,77.442886
01/04/14,537.760025,541.870026,536.769989,541.649994,50190000,75.281023
01/05/14,591.999985,594.799995,586.360016,591.480026,61012000,82.206632
01/07/14,93.519997,94.07,93.129997,93.519997,38223000,91.493074
01/08/14,94.900002,96.620003,94.809998,96.129997,48511000,94.046507
01/10/14,100.589996,100.690002,98.699997,99.18,51491300,97.513045
01/12/14,118.809998,119.25,111.269997,115.07,83814000,113.626551
02/01/14,555.680008,557.029999,552.020004,553.12999,58671200,76.419139
02/04/14,542.379997,543.479996,540.260002,542.549988,45105200,75.406109
02/05/14,592.340019,594.199982,589.709999,592.580025,47878600,82.359515
02/06/14,633.959984,634.830017,622.500015,628.650009,92337700,87.860693
02/07/14,93.870003,94.059998,93.089996,93.480003,28465000,91.453948
02/09/14,103.059998,103.739998,102.720001,103.300003,53564000,101.563801
02/10/14,99.269997,100.220001,98.040001,99.900002,47757800,98.220945
02/12/14,113.5,115.75,112.75,114.629997,59348900,113.192068
03/01/14,552.860023,553.699989,540.429993,540.980019,98116900,74.740527
03/02/14,502.610008,507.730019,499.300026,501.529984,100366000,69.290203
03/03/14,523.419991,530.650009,522.80999,527.76001,59695300,73.350529
03/04/14,541.390015,542.5,537.640022,538.790009,40586000,74.883529
03/06/14,628.459991,638.740013,628.25,637.539986,73177300,89.103164
03/07/14,93.669998,94.099998,93.199997,94.029999,22891800,91.992023
03/09/14,103.099998,103.199997,98.580002,98.940002,125421000,97.27708
03/10/14,99.440002,100.209999,99.040001,99.620003,43469600,97.945652
03/11/14,108.220001,110.300003,108.010002,109.400002,52282600,107.561274
03/12/14,115.75,116.349998,115.110001,115.93,43063400,114.475763
04/02/14,505.849976,509.459991,502.760025,508.790016,94170300,70.293232
04/03/14,530.999977,532.640015,527.769997,531.239983,64785000,73.834192
04/04/14,539.810005,540.000023,530.579994,531.820023,68812800,73.914809
04/06/14,637.44001,647.890022,636.109993,644.819992,83870500,90.120624
04/08/14,96.370003,96.580002,95.169998,95.589996,39958000,93.518209
04/09/14,98.849998,100.089996,97.790001,98.120003,85718000,96.470863
04/11/14,109.360001,109.489998,107.720001,108.599998,41574400,106.774717
04/12/14,115.769997,117.199997,115.290001,115.489998,42044500,114.04128
05/02/14,506.560005,515.279991,506.249985,512.589996,82086200,70.818229
05/03/14,530.919975,534.750023,529.129974,532.360008,50015700,73.989858
05/05/14,590.140022,600.999977,589.999992,600.959976,71766800,83.524199
05/06/14,646.199997,649.370003,642.610008,647.349983,75951400,90.474218
05/08/14,95.360001,95.68,94.360001,95.120003,55933000,93.058402
05/09/14,98.800003,99.389999,98.309998,98.970001,58457000,97.306575
05/11/14,109.099998,109.300003,108.129997,108.860001,37435900,107.03035
05/12/14,115.989998,116.080002,114.639999,115,38318900,113.557429
06/01/14,537.450005,546.800018,533.599983,543.929993,103152700,75.148089
06/02/14,510.060005,513.499977,507.81002,512.509995,64441300,71.231011
06/03/14,532.789978,534.440002,528.099991,530.749985,46372200,73.76609
06/05/14,601.799995,604.409988,594.410027,594.410027,93641100,82.613857
06/06/14,649.900002,651.259979,644.470024,645.570023,87484600,90.225449
06/08/14,94.75,95.480003,94.709999,94.959999,38558000,92.901867
06/10/14,99.949997,100.650002,99.419998,99.620003,37051200,97.945652
06/11/14,108.599998,108.790001,107.800003,108.699997,34968500,107.336454
07/01/14,544.320015,545.959999,537.919975,540.040024,79302300,74.61066
07/02/14,521.379997,522.929993,517.380013,519.679985,92570100,72.22753
07/03/14,531.090019,531.980026,526.050011,530.440018,55182400,73.723009
07/04/14,528.019989,530.900002,521.890022,523.469978,72462600,72.754281
07/05/14,595.249992,597.289986,587.72998,592.329979,70716100,82.324762
07/07/14,94.139999,95.989998,94.099998,95.970001,56468000,93.889978
07/08/14,94.93,95.949997,94.099998,94.480003,46711000,92.892042
07/10/14,99.43,100.120003,98.730003,98.75,42094200,97.090271
07/11/14,108.75,109.32,108.550003,109.010002,33691500,107.64257
08/01/14,538.809982,545.55999,538.68998,543.460022,64632400,75.083159
08/04/14,525.190018,526.120026,518.699989,523.440018,60972100,72.750117
08/05/14,588.249992,594.410027,586.400017,587.990013,57574300,82.178015
08/07/14,96.269997,96.800003,93.919998,95.349998,65222000,93.283413
08/08/14,94.260002,94.82,93.279999,94.739998,41865000,93.147667
08/09/14,99.300003,99.309998,98.050003,98.360001,46356700,96.706827
08/10/14,98.760002,101.110001,98.309998,100.800003,57404700,99.105819
08/12/14,114.099998,114.650002,111.620003,112.400002,57664900,110.990045
09/01/14,546.800018,546.859993,535.349983,536.519997,69787200,74.124341
09/04/14,522.639999,530.490005,522.020012,530.320015,51542400,73.706331
09/05/14,584.540001,586.25,580.330025,585.540024,72899400,81.835602
09/06/14,92.699997,93.879997,91.75,93.699997,75415000,91.669173
09/07/14,95.440002,95.949997,94.760002,95.389999,36436000,93.322547
09/09/14,99.080002,103.080002,96.139999,97.989998,189846300,96.343043
09/10/14,101.540001,102.379997,100.610001,101.019997,77376500,99.322115
09/12/14,110.190002,114.300003,109.349998,114.120003,60208000,112.688471
10/01/14,539.829979,540.799988,531.109993,532.939995,76244000,73.629737
10/02/14,518.659988,531.990013,518,528.989998,86389800,73.521479
10/03/14,528.360023,533.330017,528.339996,530.919975,44646000,73.789716
10/04/14,530.680023,532.240005,523.169998,523.480019,59913000,72.755676
10/06/14,94.730003,95.050003,93.57,94.25,62777000,92.207256
10/07/14,93.760002,95.550003,93.519997,95.040001,39686000,92.980134
10/09/14,98.010002,101.110001,97.760002,101,100869600,99.302455
10/10/14,100.690002,102.029999,100.300003,100.730003,66331600,99.036996
10/11/14,109.019997,109.330002,108.669998,108.830002,27195500,107.464828
10/12/14,114.410004,114.849998,111.540001,111.949997,44565300,110.545685
11/02/14,530.610008,537.749985,529.500023,535.959984,70564200,74.4902
11/03/14,535.450012,538.740021,532.589973,536.089973,69806100,74.508266
11/04/14,519.000023,522.830017,517.140007,519.610023,67929400,72.217806
11/06/14,94.129997,94.760002,93.470001,93.860001,45681000,91.825709
11/07/14,95.360001,95.889999,94.860001,95.220001,34018000,93.156233
11/08/14,95.269997,96.080002,94.839996,95.989998,36585000,94.376658
11/09/14,100.410004,101.440002,99.620003,101.43,62353100,99.725228
11/11/14,108.699997,109.75,108.400002,109.699997,27442300,108.32391
11/12/14,112.260002,113.800003,111.339996,111.620003,41401700,110.219831
12/02/14,536.95002,539.560013,533.239975,535.919983,77025200,74.48464
12/03/14,534.510017,537.349976,532,536.609985,49831600,74.58054
12/05/14,587.489975,593.659996,587.399986,592.830017,53302200,82.854458
12/06/14,94.040001,94.120003,91.900002,92.290001,54749000,90.289737
12/08/14,96.040001,96.879997,95.610001,95.970001,33795000,94.356997
12/09/14,101.209999,102.190002,101.080002,101.660004,62626100,99.951366
12/11/14,109.379997,111.43,109.370003,111.25,46942400,109.854469
12/12/14,110.459999,111.870003,109.580002,109.730003,56028100,108.35354
01/04/15,124.82,125.120003,123.099998,124.25,40621400,123.175615
01/05/15,126.099998,130.130005,125.300003,128.949997,58512600,127.834971
01/06/15,130.279999,131.389999,130.050003,130.539993,32112800,129.951773
01/07/15,126.900002,126.940002,125.989998,126.599998,30238800,126.029532
01/09/15,110.150002,111.879997,107.360001,107.720001,76845900,107.720001
02/01/15,111.389999,111.440002,107.349998,109.330002,53204600,107.958556
02/02/15,118.050003,119.169998,116.080002,118.629997,62739100,117.141891
02/03/15,129.25,130.279999,128.300003,129.089996,48096700,127.97376
02/04/15,125.029999,125.559998,124.190002,125.32,32220100,124.236362
02/06/15,129.860001,130.660004,129.320007,129.960007,33667600,129.3744
02/07/15,126.43,126.690002,125.769997,126.440002,27211000,125.870257
02/09/15,110.230003,112.339996,109.129997,112.339996,61888800,112.339996
03/02/15,118.5,119.089996,117.610001,118.650002,51915700,117.161645
03/03/15,128.960007,129.520004,128.089996,129.360001,37816300,128.241429
03/06/15,130.660004,130.940002,129.899994,130.119995,30889400,129.533668
03/08/15,121.5,122.57,117.519997,118.440002,69976000,117.906306
03/09/15,112.489998,112.779999,110.040001,110.370003,52906400,110.370003
04/02/15,118.5,120.510002,118.309998,119.559998,70149700,118.060226
04/03/15,129.100006,129.559998,128.320007,128.539993,31666300,127.428512
04/05/15,129.5,130.570007,128.259995,128.699997,50988300,127.587133
04/06/15,129.580002,130.580002,128.910004,129.360001,38450100,128.777098
04/08/15,117.419998,117.699997,113.25,114.639999,124138600,114.123426
04/09/15,108.970001,110.449997,108.510002,109.269997,49963900,109.269997
05/01/15,108.290001,108.650002,105.410004,106.25,64285500,104.91719
05/02/15,120.019997,120.230003,119.25,119.940002,42246200,118.902885
05/03/15,128.580002,128.75,125.760002,126.410004,56517100,125.316941
05/05/15,128.149994,128.449997,125.779999,125.800003,49271400,124.712215
05/06/15,129.5,129.690002,128.360001,128.649994,35626800,128.07029
05/08/15,112.949997,117.440002,112.099998,115.400002,99312600,114.880003
06/01/15,106.540001,107.43,104.629997,106.260002,65797100,104.927067
06/02/15,120.019997,120.25,118.449997,118.93,43706600,117.901617
06/03/15,128.399994,129.369995,126.260002,126.599998,72842100,125.505293
06/04/15,124.470001,127.510002,124.330002,127.349998,37194000,126.248807
06/05/15,126.559998,126.75,123.360001,125.010002,72141000,123.929045
06/07/15,124.940002,126.230003,124.849998,126,28060400,125.432238
06/08/15,115.970001,116.5,114.120003,115.129997,52903000,115.129997
07/01/15,107.199997,108.199997,106.699997,107.75,40105900,106.398374
07/04/15,127.639999,128.119995,125.980003,126.010002,35012300,124.920398
07/05/15,124.769997,126.080002,124.019997,125.260002,43940900,124.695574
07/07/15,125.889999,126.150002,123.769997,125.690002,46946800,125.123637
07/08/15,114.580002,116.25,114.5,115.519997,38670400,115.519997
08/01/15,109.230003,112.150002,108.699997,111.889999,59364500,110.486441
08/04/15,125.849998,126.400002,124.970001,125.599998,37329200,124.51394
08/05/15,126.68,127.620003,126.110001,127.620003,55550400,127.04494
08/06/15,128.899994,129.210007,126.830002,127.800003,52674800,127.22413
08/07/15,124.480003,124.639999,122.540001,122.57,60761600,122.017693
08/09/15,111.75,112.559998,110.32,112.309998,54114200,112.309998
09/01/15,112.669998,113.25,110.209999,112.010002,53699500,110.604938
09/02/15,118.550003,119.839996,118.43,119.720001,38889800,118.684787
09/03/15,127.959999,129.570007,125.059998,127.139999,88528500,126.040624
09/04/15,125.849998,126.580002,124.660004,126.559998,32484000,125.465638
09/06/15,126.699997,128.080002,125.620003,127.419998,56075400,126.845837
09/07/15,123.849998,124.059998,119.220001,120.07,77821600,119.528958
09/09/15,113.760002,114.019997,109.769997,110.150002,84344400,110.150002
10/02/15,120.169998,122.150002,120.160004,122.019997,62008500,120.964894
10/03/15,126.410004,127.220001,123.800003,124.510002,68856600,123.433369
10/04/15,125.949997,127.209999,125.260002,127.099998,40188000,126.000969
10/06/15,127.919998,129.339996,127.849998,128.880005,39087300,128.299265
10/07/15,121.940002,123.849998,121.209999,123.279999,61354500,122.724493
10/08/15,116.529999,119.989998,116.529999,119.720001,54951600,119.720001
10/09/15,110.269997,113.279999,109.900002,112.57,62675200,112.57
11/02/15,122.769997,124.919998,122.5,124.879997,73561800,123.800164
11/03/15,124.75,124.769997,122.110001,122.239998,68939000,121.182993
11/05/15,127.389999,127.559998,125.629997,126.32,42035800,125.750795
11/06/15,129.179993,130.179993,128.479996,128.589996,35390900,128.010563
11/08/15,117.809998,118.18,113.330002,113.489998,97082800,113.489998
11/09/15,111.790001,114.209999,111.760002,114.209999,49441800,114.209999
12/01/15,112.599998,112.629997,108.800003,109.25,49650800,107.879558
12/02/15,126.059998,127.480003,125.57,126.459999,74474500,125.366504
12/03/15,122.309998,124.900002,121.629997,124.449997,48362700,123.373882
12/05/15,125.599998,126.879997,124.82,125.870003,48160000,125.302826
12/06/15,128.190002,128.330002,127.110001,127.169998,36886200,126.596964
12/08/15,112.529999,115.419998,109.629997,115.239998,101217500,115.239998
+ACI-13/01/2014+ACI-,529.910019,542.5,529.880005,535.730019,94623200,74.0152
+ACI-13/01/2015+ACI-,111.43,112.800003,108.910004,110.220001,67091900,108.837391
+ACI-13/02/2013+ACI-,467.209999,473.639999,463.220001,467.009995,118801900,63.306707
+ACI-13/02/2014+ACI-,534.659981,544.850014,534.199997,544.429977,76849500,75.667398
+ACI-13/02/2015+ACI-,127.279999,127.279999,125.650002,127.080002,54272200,125.981145
+ACI-13/03/2013+ACI-,428.449993,434.500011,425.359989,428.349991,101387300,58.066053
+ACI-13/03/2014+ACI-,537.440018,539.659988,529.159988,530.650009,64435700,73.752195
+ACI-13/03/2015+ACI-,124.400002,125.400002,122.580002,123.589996,51827300,122.521318
+ACI-13/04/2015+ACI-,128.369995,128.570007,126.610001,126.849998,36365100,125.753131
+ACI-13/05/2013+ACI-,451.509987,457.899986,451.5,454.740021,79237200,62.051437
+ACI-13/05/2014+ACI-,591.999985,594.540016,590.699982,593.760025,39934300,82.984437
+ACI-13/05/2015+ACI-,126.150002,127.190002,125.870003,126.010002,34694200,125.442195
+ACI-13/06/2012+ACI-,574.520012,578.479996,570.379997,572.160011,73395000,76.43242
+ACI-13/06/2013+ACI-,432.499992,437.139992,428.75,435.959991,71458100,59.488813
+ACI-13/06/2014+ACI-,92.199997,92.440002,90.879997,91.279999,54525000,89.301625
+ACI-13/07/2012+ACI-,602.949982,607.190025,600.000008,604.970001,77856800,80.815367
+ACI-13/07/2015+ACI-,125.029999,125.760002,124.32,125.660004,41440500,125.093773
+ACI-13/08/2012+ACI-,623.390022,630,623.249992,630,69708100,84.520354
+ACI-13/08/2013+ACI-,470.940018,494.660027,468.050018,489.569977,220485300,67.245236
+ACI-13/08/2014+ACI-,96.150002,97.239998,96.040001,97.239998,31916000,95.605649
+ACI-13/08/2015+ACI-,116.040001,116.400002,114.540001,115.150002,48535800,115.150002
+ACI-13/09/2012+ACI-,677.370003,685.500015,674.769997,682.980011,149590000,91.628115
+ACI-13/09/2013+ACI-,469.339981,471.830025,464.699982,464.899986,74708900,63.856672
+ACI-13/10/2014+ACI-,101.330002,101.779999,99.809998,99.809998,53583400,98.132453
+ACI-13/11/2012+ACI-,538.910011,550.479996,536.359993,542.900009,133237300,73.167745
+ACI-13/11/2013+ACI-,518,522.249977,516.959976,520.63002,49305200,71.929019
+ACI-13/11/2014+ACI-,111.800003,113.449997,111.599998,112.82,59522900,111.404775
+ACI-13/12/2012+ACI-,531.149994,537.640022,525.800018,529.689987,156314900,71.387403
+ACI-13/12/2013+ACI-,562.849998,562.880013,553.669975,554.429993,83205500,76.598744
+ACI-14/01/2013+ACI-,502.680023,507.5,498.509995,501.750015,183551900,67.621876
+ACI-14/01/2014+ACI-,538.220009,546.730003,537.659996,546.390022,83140400,75.487961
+ACI-14/01/2015+ACI-,109.040001,110.489998,108.5,109.800003,48337000,108.422661
+ACI-14/02/2013+ACI-,464.520004,471.640007,464.02002,466.590012,88818800,63.249775
+ACI-14/02/2014+ACI-,542.469986,545.980026,541.209984,543.990021,68231100,75.606251
+ACI-14/03/2013+ACI-,432.830013,434.639988,430.450012,432.499992,75968900,58.628617
+ACI-14/03/2014+ACI-,528.789993,530.890015,523.000008,524.68998,59299800,72.923842
+ACI-14/04/2014+ACI-,521.900009,522.159988,517.210022,521.679977,51418500,72.505498
+ACI-14/04/2015+ACI-,127,127.290001,125.910004,126.300003,25524600,125.207891
+ACI-14/05/2013+ACI-,453.850014,455.200005,442.150013,443.860012,111779500,60.566808
+ACI-14/05/2014+ACI-,592.430008,597.400002,591.740005,593.869987,41601000,82.999806
+ACI-14/05/2015+ACI-,127.410004,128.949997,127.160004,128.949997,45203500,128.368942
+ACI-14/06/2012+ACI-,571.23999,573.500015,567.259979,571.529984,86393300,76.348257
+ACI-14/06/2013+ACI-,435.400005,436.290012,428.500008,430.050003,67966500,58.682367
+ACI-14/07/2014+ACI-,95.860001,96.889999,95.650002,96.449997,42810000,94.359571
+ACI-14/07/2015+ACI-,126.040001,126.370003,125.040001,125.610001,31768100,125.043995
+ACI-14/08/2012+ACI-,631.870003,638.610023,630.209991,631.690025,85042300,84.747087
+ACI-14/08/2013+ACI-,497.88002,504.249992,493.400024,498.500008,189093100,68.471827
+ACI-14/08/2014+ACI-,97.330002,97.57,96.800003,97.5,28116000,95.861281
+ACI-14/08/2015+ACI-,114.32,116.309998,114.010002,115.959999,42929500,115.959999
