Date,Open,High,Low,Close,Volume,Adj Close
2015-09-30,78.82,78.940002,78.18,78.660004,4360700,78.660004
2015-09-29,77.660004,78.559998,77.160004,77.980003,4794100,77.980003
2015-09-28,78.989998,79.169998,77.389999,77.669998,4285000,77.669998
2015-09-25,79.610001,79.980003,78.75,79.050003,3049100,79.050003
2015-09-24,78.459999,79.18,77.93,79.059998,3899400,79.059998
2015-09-23,78.00,78.879997,77.830002,78.760002,3932400,78.760002
2015-09-22,77.599998,78.120003,77.279999,78.050003,3134100,78.050003
2015-09-21,77.160004,78.620003,76.949997,78.260002,4175400,78.260002
2015-09-18,77.339996,77.900002,76.489998,76.620003,6582200,76.620003
2015-09-17,78.779999,79.120003,77.879997,78.010002,5604800,78.010002
2015-09-16,77.779999,78.610001,77.639999,78.50,3465800,78.50
2015-09-15,77.389999,78.25,77.160004,77.82,3415700,77.82
2015-09-14,77.650002,77.860001,76.580002,77.150002,2701500,77.150002
2015-09-11,76.839996,78.010002,76.839996,77.879997,3346100,77.879997
2015-09-10,76.709999,77.75,76.599998,77.07,4479000,77.07
2015-09-09,79.050003,79.089996,77.00,77.160004,3349100,77.160004
2015-09-08,77.690002,78.440002,76.980003,78.379997,4929100,78.379997
2015-09-04,76.849998,77.169998,76.150002,76.419998,4112900,76.419998
2015-09-03,77.529999,78.470001,77.160004,77.449997,4529300,77.449997
2015-09-02,76.290001,77.230003,76.07,77.050003,7511800,77.050003
2015-09-01,76.419998,76.839996,74.989998,75.389999,6675400,75.389999
2015-08-31,77.43,78.199997,76.949997,77.709999,4464300,77.709999
2015-08-28,77.790001,78.800003,77.559998,78.029999,4402500,78.029999
2015-08-27,77.190002,77.919998,76.559998,77.849998,6888400,77.849998
2015-08-26,75.760002,77.139999,74.360001,76.839996,8103000,76.839996
2015-08-25,76.760002,77.160004,73.870003,73.940002,7319400,73.940002
2015-08-24,73.900002,77.580002,71.910004,75.279999,10354700,75.279999
2015-08-21,80.07,80.870003,78.360001,78.400002,7939600,78.400002
2015-08-20,80.349998,81.669998,79.809998,80.660004,7455500,80.660004
2015-08-19,80.300003,84.620003,79.120003,80.870003,21118400,80.870003
2015-08-18,78.599998,80.730003,78.599998,80.300003,7274200,80.300003
2015-08-17,78.43,79.199997,78.190002,78.980003,2900100,78.980003
2015-08-14,78.980003,79.610001,78.730003,79.349998,3597900,78.789996
2015-08-13,78.730003,79.809998,78.290001,78.989998,3322900,78.432536
2015-08-12,78.550003,79.239998,77.080002,79.00,5077100,78.442468
2015-08-11,78.650002,79.260002,78.269997,78.870003,4188100,78.313388
2015-08-10,79.449997,79.690002,78.82,78.970001,2998400,78.412681
2015-08-07,79.639999,79.739998,78.599998,78.980003,3153400,78.422612
2015-08-06,80.00,80.339996,78.620003,79.540001,4508200,78.978658
2015-08-05,80.629997,81.07,79.75,80.040001,4303400,79.475129
